RightAsc;Decl;  Mag B  ;  Mag V  ;  Mag R  
8.249966182;62.93178142;4.3;4.16;4.02
240.0833554;-22.62170643;2.2;2.32;2.36
86.11579424;-22.44838549;4.07;3.6;3.15
89.38420857;-35.28328099;4.18;4.36;10
344.4126927;-29.62223703;1.25;1.16;1.11
206.8851573;49.31326673;1.67;1.86;1.98
260.924;30.4971;1.05;1.07;18.5
334.6254685;-60.25962954;4.18;2.82;1.76
65.73372983;17.54251383;4.74;3.76;5.56
143.2142956;51.67731481;3.64;3.18;2.74
107.7848763;30.24516377;5.68;4.42;3.45
177.4211139;-63.78847241;4.16;4.308;10
229.4576566;-30.14866647;5.43;4.33;3.52
170.2516858;-54.49102356;3.89;4.08;10
190.3793073;-48.95991232;2.84;2.82;10
89.78668787;-42.81513231;5.1;3.96;3.14
11.1813275;48.28436973;4.44;4.5;4.45
337.3173915;-43.4955616;5;3.97;3.22
260.5024139;-24.99954638;3.03;3.26;3.38
139.0503024;-57.54147114;5.941;4.318;10
343.1313757;-32.87546049;4.46;4.51;10
165.9319526;61.75103334;3.01;1.87;10
325.0226893;-16.6623712;3.98;3.67;3.47
57.14948851;-37.6201504;4.26;4.27;10
151.833135;16.76266332;3.39;3.41;3.32
0.490081132;-6.014070557;6.04;4.41;2.85
234.6640396;-29.77774878;3.481;3.642;10
116.1118492;24.39799647;4.49;3.57;2.86
56.80975276;-74.23896288;4.88;3.26;1.92
233.7852015;-41.16675687;2.586;2.765;10
288.1387557;67.66153866;4.07;3.07;2.37
10.684708;41.26875;4.36;3.44;10
250.3215043;31.6027187;3.43;2.8;2.31
100.9830298;25.13112719;4.39;2.98;2.01
75.85454611;60.44224554;4.95;4.02;3.33
320.5616499;-16.83454389;5.18;4.27;3.65
13.1583;-72.8003;2.79;2.2;10
144.9640061;-1.142810732;5.23;3.91;2.92
6.022329;-72.081444;10;4.09;10
311.5528012;33.97032834;3.52;2.48;1.73
221.562181;1.892883828;3.72;3.73;3.66
159.8266356;-55.60326798;5.28;4.267;10
120.5664038;2.334571902;5.63;4.38;3.39
45.597914;-23.62447172;4.25;4.09;3.96
326.1613968;25.64503776;4.553;4.135;10
247.3519154;-26.43200261;2.75;0.91;-0.64
306.4119044;-56.73508973;1.791;1.918;10
318.2341083;30.22689868;4.2;3.21;2.52
225.7251565;2.091304361;5.44;4.4;3.59
188.01761;-16.19600517;4.658;4.294;10
136.9989911;-43.43259091;3.86;2.21;0.97
183.786327;-58.74892408;2.568;2.752;10
290.8047399;-44.7997788;4.601;4.27;10
346.9743907;75.38749863;5.21;4.41;10
176.9963998;20.21893056;5.07;4.52;10
326.1278992;17.35001747;5.52;4.35;3.53
346.1902227;15.20526715;2.44;2.48;2.47
34.32861364;33.84719682;4.02;4;10
113.6494285;31.88827619;10;1.9;10
288.4395351;39.14596601;4.243;4.398;10
275.264094;72.73284772;4.07;3.58;3.14
87.87237274;39.14852391;5.09;3.95;3.15
220.4823158;-47.38819875;2.126;2.286;10
349.2914046;3.282290469;4.62;3.7;2.98
281.4155237;20.54630919;4.65;4.19;3.8
81.11923634;-2.39714754;3.18;3.35;3.44
318.6978855;38.04531782;4.12;3.73;3.38
188.1167205;-72.13298979;3.73;3.88;3.91
213.9153003;19.18240916;1.18;-0.05;-1.03
83.0531318;18.5942366;6.41;4.33;2.55
67.15416773;19.18043421;4.54;3.53;10
310.8647231;15.07457868;4.701;4.417;10
169.5454215;31.52916086;4.79;4.25;10
133.7618671;-60.64460951;3.74;3.8;10
46.19925046;53.50646183;3.63;2.93;2.34
332.0958806;-32.98846991;4.55;4.5;4.43
254.8960338;-53.16043787;5.489;4.05;10
177.6738271;1.76472265;4.15;3.6;3.13
332.7136571;58.20126183;4.9;3.35;2.27
104.6564532;-28.97208616;1.29;1.5;1.59
88.79293899;7.407064;2.27;0.42;-1.17
247.7284118;1.983905135;4.18;4.15;10
14.18837115;38.49933427;3.99;3.87;3.72
158.8970744;-57.5576336;6.043;4.43;10
142.6749982;-40.46673935;3.96;3.6;3.24
254.6550507;-55.99014453;4.701;3.076;10
165.5823986;20.17984005;4.452;4.398;10
332.4968459;33.17822233;4.75;4.29;3.9
298.1182038;1.005658883;4.61;3.8;10
190.3793337;-48.95987152;2.16;2.17;2.14
42.67420822;55.89549437;5.48;3.79;2.56
100.9970298;13.2279999;5.65;4.49;3.63
271.3636883;2.50009883;4.89;4.03;3.38
201.0020112;-64.53566986;5.35;4.52;10
172.8509236;69.33107573;5.47;3.85;2.54
56.07972404;32.28824649;3.91;3.91;3.71
266.8961645;-40.12699736;3.492;2.992;10
304.513565;-12.54485212;4.51;3.58;2.91
3.308968121;15.18359843;2.61;2.84;2.94
214.09591;46.08830429;4.26;4.18;4.16
52.7182399;12.93666964;5.23;4.1;3.33
39.87065353;0.328508665;3.85;4.07;10
106.0272135;20.57029847;4.58;3.79;10
202.7610691;-39.40730528;5.04;3.88;3.04
156.9708317;36.70721001;5.11;4.21;3.52
14.65149694;-29.35745339;4.09;4.27;4.3
220.2872982;13.72830463;3.83;3.78;10
25.9151582;50.68873142;4.02;4.06;3.9
326.3621881;61.12080561;4.81;4.29;3.79
264.3966658;-15.39855576;3.788;3.519;10
91.89302135;14.76847521;4.24;4.397;10
158.0061045;-61.68533195;3.18;3.27;3.22
300.7044619;67.87356411;5.81;4.5;3.57
131.693801;6.41880152;4.06;3.38;2.78
290.4181661;-17.84719859;4.15;3.93;3.74
307.3488981;30.36855529;4.42;4.01;3.65
353.2427529;-37.81828488;4.28;4.37;4.37
227.2108869;-45.27986138;3.88;4.05;10
239.221155;-29.21407444;3.66;3.86;3.97
300.1481314;-72.9105036;3.927;3.94;10
241.8513626;-20.86876443;5.17;4.33;3.68
228.8756784;33.31483124;4.44;3.49;2.76
48.01887418;-28.98762199;4.51;3.98;3.39
59.46349742;40.01019978;2.71;2.89;2.96
141.8968446;-8.65859953;3.42;1.97;0.93
82.69604545;5.94813679;4.07;4.2;4.26
72.46004669;6.961277951;3.63;3.19;2.77
93.84453491;29.49807648;5.36;4.35;3.55
237.184905;18.14156491;5.71;4.09;2.84
71.37563095;-3.254659811;3.87;4;10
193.9008693;3.397468904;4.97;3.38;1.86
21.00584701;-8.183260897;4.65;3.59;2.83
185.3400339;-60.40114813;4.98;3.57;10
241.35929;-19.80539;2.43;2.5;10
247.7848624;-16.61273087;5.19;4.27;3.62
89.88174341;54.28473796;4.73;3.72;2.95
266.6147804;27.72071138;4.17;3.42;2.89
122.839556;-39.61854411;6.03;4.42;3.22
294.1105545;50.22110139;4.86;4.48;4.13
328.4821513;-37.36487222;2.89;3.01;3.06
239.7129718;-26.11410795;2.71;2.91;3
220.4899606;-37.7934945;3.83;4;4.11
12.27622748;57.81517729;4.02;3.44;2.94
103.5474953;-12.0386281;5.51;4.08;2.95
165.9319647;61.75103469;2.86;1.79;0.98
269.7566342;-9.773633605;4.33;3.34;2.64
153.683982;-42.12194134;3.9;3.85;3.83
66.34235197;22.29387109;4.366;4.201;10
109.2075915;-67.95715268;4.78;3.99;3.33
170.2841407;6.02932167;3.984;4.04;10
52.26722037;59.94033366;4.63;4.22;3.84
122.2568183;-19.24503397;4.239;4.393;10
28.98941569;-51.60887759;4.55;3.71;10
93.71388839;-6.274776779;5.27;3.96;2.99
242.1924009;44.93490593;4.2;4.27;4.27
125.7087893;43.1881306;5.8;4.25;3.05
264.1368964;-38.63524774;5.357;4.267;10
107.1869404;-70.4989304;4.774;3.746;10
245.9978597;61.51420976;3.65;2.74;2.12
42.49597184;27.26050723;3.498;3.594;10
351.9920611;6.378992306;5.38;4.3;3.5
293.5223041;7.378940092;5.63;4.45;3.55
173.9453254;-63.01983499;3.1;3.14;3.1
187.4660632;-16.51543126;2.89;2.94;2.99
22.87086745;15.34583184;4.6;3.62;2.9
222.5721179;-27.96036123;5.81;4.41;3.33
80.8942;-69.7561;10;0.4;10
83.792;9.813;10;2.8;10
123.5122057;-40.34786714;5.61;4.44;3.6
79.4016264;-6.84440744;3.47;3.59;10
60.78907978;5.989300702;3.924;3.883;10
63.50047593;-42.29436854;4.96;3.86;3
295.0241305;18.01389073;5.16;4.38;3.79
183.8564994;57.03261698;3.41;3.32;3.25
107.0978502;-26.39319958;2.52;1.84;1.33
215.0814278;-56.38649549;4.47;4.35;4.2
52.64368903;47.99521635;5.71;4.36;10
221.2467398;27.07422232;3.61;2.45;10
47.37418183;44.85745829;4.79;3.81;3.07
121.8860368;-24.30432443;3.24;2.81;2.46
131.6742518;28.75989314;4.996;4.018;10
291.3745891;3.11477947;3.68;3.36;3.11
37.95456067;89.26410897;2.62;2.02;1.53
258.0383087;-43.23918953;3.74;3.33;2.97
216.8814361;75.69599431;5.664;4.235;10
16.52123031;-46.71849869;4.9;4;10
234.5133623;-42.56733569;5.75;4.33;3.3
97.04253342;-32.58006834;4.31;4.48;4.54
83.00166706;-0.29909511;2.02;2.41;2.32
22.81293373;-49.07270281;4.918;3.935;10
253.87498;-40.83333;10;3.4;10
78.30782096;-12.94129246;4.35;4.44;10
117.021536;-25.93716961;4.43;4.49;4.37
319.4795244;34.89689596;4.32;4.42;4.37
244.9600929;-50.155506;5.1;4.02;3.24
189.4256837;-48.54130536;3.91;3.86;3.81
142.6746907;-40.46683083;4.25;3.91;10
276.7434018;-45.96845775;3.299;3.463;10
224.2958287;-4.346458684;4.81;4.49;4.17
299.6892843;19.49214613;5.04;3.47;2.27
283.8337597;43.94608958;5.59;4;1.95
137.7420221;-58.96690056;3.25;3.4;10
286.3525334;13.86347728;3;2.99;2.98
97.96402618;-23.4184222;4.09;4.33;4.45
311.934327;-5.027701148;6.11;4.44;2.97
108.15;-27.6667;10;-0.1;10
258.6618864;14.39037105;4.67;3.33;10
265.62198;-39.02998308;2.211;2.386;10
99.42796043;16.39928043;1.92;1.92;1.86
326.236707;-33.02578182;4.29;4.34;4.35
210.9554578;-60.37318301;10;3.95;10
346.7510864;9.409492729;6.08;4.52;3.25
282.5199798;33.36266677;3.42;3.42;3.31
266.4332817;-64.72387146;4.769;3.581;10
286.6046256;-37.0634417;4.73;4.21;10
337.8763772;-32.3460753;4.3;4.29;4.27
239.1132611;15.66161377;4.34;3.84;3.37
24.19933977;41.40545871;4.64;4.1;3.64
158.8671065;-78.60778854;5.7;4.12;2.86
193.3591321;-40.17891354;4.48;4.27;4.07
186.649567;-63.099092;1.1;1.28;10
354.3910116;46.45815131;4.84;3.82;3.04
299.0765493;35.08342289;4.91;3.88;3.19
312.9553772;-26.91913485;5.75;4.12;2.87
165.0386009;-42.22585844;4.5;4.39;4.26
262.77464;-60.68384496;3.52;3.62;10
57.36352608;-36.20025674;5.12;4.17;3.46
56.71203049;-23.2497228;4.65;4.2;10
72.65301037;8.900181169;4.36;4.35;4.29
34.12744205;-51.51216516;3.45;3.57;3.64
85.18988003;-1.943218622;3.55;3.73;10
229.727422;-68.67954667;2.89;2.89;10
176.5125586;47.77940424;4.9;3.72;2.84
86.73892235;-14.82195016;3.637;3.525;10
63.72443131;48.40933065;5.12;4.16;3.38
298.8283035;6.406764234;4.56;3.71;3.05
51.79225241;9.732741951;3.66;3.75;3.76
299.2368029;-27.16989701;5.98;4.528;10
189.2959079;-69.13556479;2.484;2.649;10
168.5270893;20.52371814;2.68;2.53;2.44
234.2560371;-28.13511046;4.979;3.589;10
247.7284298;1.98392248;3.94;3.9;10
9.638947629;29.31175323;5.25;4.38;3.7
76.96239535;-5.086496984;2.92;2.79;2.65
321.6108541;-65.36619807;4.7;4.22;3.75
218.8767673;-42.15782522;2.12;2.31;2.41
262.6846243;26.11064561;5.85;4.41;3.37
213.2239369;-10.27370346;5.53;4.21;3.14
169.8351973;-14.77853984;4.67;3.56;2.73
269.4411903;29.24787945;4.64;3.7;3.01
279.2347348;38.78368896;0.03;0.03;0.07
274.9654546;36.06454748;5.51;4.34;3.48
275.9245404;21.76975267;5.02;3.84;2.99
80.98678244;-7.808062597;5.08;4.12;3.4
171.2205151;-17.68401188;4.25;4.06;6.12
248.0341683;-21.46640337;4.56;4.45;4.32
136.2867213;-72.60270256;5.069;4.467;10
55.81208557;-9.763391932;4.46;3.54;2.82
104.0833;-24.73;3.02;2.6;10
318.6200638;10.00697941;4.99;4.49;4.06
31.7933571;23.46241755;3.17;2.01;1.15
142.9301239;22.96798129;5.85;4.31;3.09
260.9205607;37.14592403;4.476;4.51;10
131.1712466;18.15430807;5.02;3.94;3.16
292.680315;27.95967363;4.21;3.08;2.21
311.5238875;-25.27089819;4.538;4.122;10
83.81;-5.924;10;2.5;10
84.9122543;-34.07410972;2.53;2.65;2.65
235.6857056;26.29563438;4.01;4.05;10
7.889259603;-62.96559275;4.649;4.514;10
183.951545;-17.54193046;2.47;2.58;2.62
68.98016279;16.50930235;2.4;0.86;-0.37
119.2147597;-22.88011163;4.9;4.184;10
331.4459814;-0.319850955;3.9;2.94;2.27
248.9706369;-28.21601709;2.56;2.81;2.93
165.4603323;56.38243365;2.35;2.37;2.31
101.2871553;-16.71611586;-1.46;-1.46;-1.46
130.1542834;-59.76100475;4.182;4.313;10
253.0839388;-38.01753496;3.343;3.542;10
197.4874539;-5.539004065;4.385;4.397;10
322.1649869;70.56071519;3.01;3.23;3.33
148.1909042;26.00695119;5.1;3.88;2.97
25.35789226;5.487611635;5.81;4.44;3.38
236.0146607;77.79449312;4.316;4.274;10
147.7473252;59.03873362;4.1;3.81;3.47
130.806149;3.398661889;4.1;4.3;4.37
359.9790714;-65.57713262;4.38;4.47;4.45
28.38255387;19.29385555;4.49;4.52;10
207.3761521;-41.68770853;3.188;3.386;10
354.5341679;43.26807305;4.18;4.29;4.29
79.17232794;45.99799147;0.88;0.08;-0.52
90.5958197;9.647288306;4.43;4.3;4.15
156.7879193;-31.06777914;5.7;4.25;3.15
74.09281653;13.51446878;5.21;4.06;3.18
118.0542994;-40.57578173;4.717;3.696;10
226.2801457;-47.0510636;3.75;3.89;3.99
220.7650999;-5.658201377;4.26;3.88;3.48
78.1625;73.97472;10;4.2;10
118.1610287;-38.86281461;4.301;4.474;10
332.0582697;-46.96097438;1.58;1.71;1.75
84.05338894;-1.20191914;1.51;1.69;1.76
134.6216842;11.8576804;4.388;4.249;10
56.53556342;-12.10158848;6.04;4.42;3.08
11.8346905;24.26717855;5.18;4.06;3.21
210.431279;-45.60340961;4.92;4.33;3.82
133.8484425;5.94556521;4.1;3.1;2.39
331.752773;25.345099;4.2;3.77;3.36
267.4645037;-37.04327638;4.38;3.21;10
341.5146291;-81.38161444;4.333;4.128;10
200.6580546;-60.9883806;4.369;4.509;10
86.82119871;-51.06651143;4.03;3.86;3.74
331.6092806;-13.86968056;4.2;4.27;4.32
135.6116502;-66.39607456;4.144;3.99;10
298.8153948;-41.86830446;5.21;4.13;10
323.495221;45.5918389;4.91;4.02;3.31
330.9476656;64.62797113;4.81;4.45;5.66
296.2436606;45.13081002;2.85;2.87;2.88
131.5068514;-46.04152817;3.91;3.91;3.86
158.2027933;9.306584817;3.72;3.87;3.9
186.7344688;28.2684218;5.47;4.34;3.53
316.7819507;-25.00585264;6.11;4.5;3.22
211.0973233;64.37586962;3.64;3.68;10
346.7197061;-43.52035585;4.84;4.4;10
261.8386485;-29.86703482;4.672;4.269;10
330.9477291;64.62797577;4.63;4.29;3.97
317.3985347;-11.3716904;5.46;4.52;3.83
56.45670065;24.36774377;3.8;3.87;3.85
263.7336227;12.56003739;2.22;2.07;1.93
135.1603059;41.78302456;4.39;3.96;3.57
121.982477;-68.61706464;4.27;4.398;10
261.3485805;-56.37772633;3.21;3.34;10
145.2876341;9.892307896;4.01;3.52;3.11
66.00919306;-34.01684951;5.45;3.96;2.79
337.8229226;50.28249164;3.78;3.77;3.77
313.7024921;-58.45414476;4.9;3.65;10
9.242852031;53.89691044;3.47;3.66;3.74
262.9603814;-49.87614501;2.78;2.95;3.05
349.70599;-32.53202192;5.528;4.406;10
272.1450666;-63.66856198;4.57;4.328;10
195.5677357;-71.54885898;4.79;3.61;10
231.9573086;29.10569296;3.97;3.68;3.5
314.2934114;41.16713095;3.96;3.94;3.89
287.4409705;-21.02361398;3.22;2.88;2.54
195.5441542;10.95914872;3.71;2.79;2.16
276.9926697;-25.4216985;3.85;2.81;2.06
355.6806054;-14.54490553;4.448;4.484;10
44.10687185;-8.898143472;4.99;3.87;3.08
104.3191886;58.42276123;5.2;4.35;3.7
51.20332633;9.02886962;4.49;3.6;2.92
143.6110451;-59.22975195;4.09;4.09;4
305.2527775;-14.7814076;3.87;3.08;2.53
81.57297133;28.60745172;1.52;1.65;1.66
97.20445711;-7.03305837;3.59;3.74;3.75
182.0895735;-50.72242739;2.39;2.52;2.48
73.22362244;-5.452696321;4.64;4.4;10
348.5806593;-6.049006425;5.77;4.22;2.94
141.1635778;26.18232429;5.69;4.46;3.55
24.49815843;48.62821196;4.85;3.57;2.61
251.4926817;82.03725828;5.109;4.212;10
262.690988;-37.29581348;2.48;2.65;10
342.4200729;66.20040505;4.6;3.54;2.69
190.4151176;-1.449403952;3.1;2.74;2.45
211.5115335;-41.17963291;4.155;4.343;10
200.9846746;54.92180938;4.05;3.88;10
331.5286867;-39.54335301;5.843;4.458;10
146.7755071;-65.07200742;3.25;2.99;4.92
163.903339;24.74972842;4.478;4.477;6.04
56.8711523;24.10513565;2.78;2.87;2.84
182.1034053;-24.7288756;4.33;4.01;10
56.04992268;-64.80691413;4.968;3.833;10
325.8769148;58.78004609;6.43;4.08;1.98
283.568;36.899;4.58;3.8;10
143.7059617;52.05147922;4.501;4.463;10
322.4870602;23.63884029;6.088;4.509;10
191.5705971;-68.10787541;3.84;4;10
326.6983741;49.30957063;4.11;4.18;10
233.7006052;10.53885563;4.39;4.14;10
149.2155869;-54.56778819;3.35;3.45;3.51
10.89737874;-17.98660632;3.02;2.01;1.29
346.6701988;-23.74299002;5.37;4.47;10
250.3191979;31.60458388;3.52;2.88;10
30.85878517;72.42129412;3.953;3.938;10
178.4576972;53.69475973;2.45;2.44;2.44
244.9351533;46.3133617;3.73;3.87;4
6.57104752;-42.30598719;3.47;2.38;10
59.74126013;35.79103042;4.08;4.06;3.88
73.56290435;2.440671658;3.54;3.73;3.79
210.9558556;-60.37303516;10;0.58;10
340.1639511;-27.04361529;4.071;4.177;10
99.17099033;-19.2558804;5.011;3.91;3.13
311.9189566;-9.495776927;3.77;3.77;3.7
170.9810551;10.52950625;4.41;4.01;10
70.14046881;-41.86375126;4.79;4.45;4.11
169.1654157;-3.651603208;4.654;4.45;10
17.18699431;86.25709067;5.459;4.225;10
289.2757013;53.36845828;4.73;3.76;3.13
109.5232455;16.54038599;3.674;3.559;10
142.3113317;-35.95133744;5.95;4.51;3.5
156.867;-57.626;4.79;4.3;10
124.6388044;-36.65928922;4.68;4.4;4.24
75.61951435;41.07583199;4.97;3.75;2.62
35.43725986;-68.65941859;4.12;4.09;4.05
60.17006989;12.49034444;3.29;3.41;3.44
72.80152405;5.60510385;3.5;3.68;3.74
140.5284067;-55.01066713;2.324;2.473;10
181.7204089;-64.6137307;4.47;4.136;10
276.0429934;-34.38461649;1.82;1.81;10
207.9566693;-32.99408495;4.377;4.52;10
184.3928152;-67.96073681;5.6;4.02;2.12
275.189301;71.33781941;4.15;4.22;10
9.831679638;30.86098358;4.56;3.28;2.36
238.7856753;-63.43072654;3.14;2.85;2.53
151.9845157;-0.371670368;4.45;4.49;10
273.4408702;-21.05883169;4.07;3.85;3.58
174.2372115;-0.823749942;5.31;4.3;3.58
258.7579607;24.83920697;3.21;3.13;3.08
